,User,TweetsAgo,Text,Timestamp,Compound,Pos,Neu,Neg
0,BBC,1,😂 Who actually watched the #Oscars? https://t.co/opThFzy37n,Mon Mar 05 19:30:07 +0000 2018,0.0,0.0,1.0,0.0
1,BBC,2,"No meat. No fish. No eggs. No milk. No cheese. How hard is it to go vegan for a month? 

🥦🥑🍏 Nesta McGregor investi… https://t.co/1UBRGqIOp6",Mon Mar 05 18:38:04 +0000 2018,-0.8555,0.0,0.592,0.408
2,BBC,3,"Like father, like daughter.

😂🔥 @GordonRamsay's daughter has already mastered the art of the roast. https://t.co/0dqwntX5uj",Mon Mar 05 17:23:22 +0000 2018,0.6124,0.263,0.737,0.0
3,BBC,4,RT @BBCFOUR: The little mouse that inspired Pikachu is actually... a rabbit. https://t.co/mHCFFXczka,Mon Mar 05 17:15:34 +0000 2018,0.4472,0.211,0.789,0.0
4,BBC,5,"""I made a promise to our six-year-old lead actress that I would sign this speech. My hands are shaking a little bit… https://t.co/HgFpUtHDTB",Mon Mar 05 17:00:31 +0000 2018,0.1531,0.105,0.818,0.077
5,BBC,6,"RT @BBCRadio4: As it's Hexagonal Phase approaches, a brief history of the Hitchhiker's Guide: https://t.co/Ehp9AfMyn8 #h2g2 https://t.co/9F…",Mon Mar 05 14:48:43 +0000 2018,0.0,0.0,1.0,0.0
6,BBC,7,RT @BBCFOUR: How did Julius Caesar hide his bald patch? https://t.co/SME5Dfwifj,Mon Mar 05 14:43:13 +0000 2018,-0.1779,0.0,0.855,0.145
7,BBC,8,"RT @BBC_Teach: Thursday is #InternationalWomensDay

Reflecting on The Representation of the People Act with your class? @gemcairn traces th…",Mon Mar 05 14:42:36 +0000 2018,0.0,0.0,1.0,0.0
8,BBC,9,"RT @bbc5live: When you almost (accidentally) kill @Harry_Styles on the set of Dunkirk… 😳

 #Oscars https://t.co/G127l5yPkY",Mon Mar 05 14:11:28 +0000 2018,-0.6621,0.0,0.76,0.24
9,BBC,10,"RT @cbbc: Which football clubs charge the most for their pies? Take the imPIErative quiz here ⚽️🍴 👉 https://t.co/xlSch4HVvl

#BritishPieWee…",Mon Mar 05 14:07:00 +0000 2018,0.0,0.0,1.0,0.0
10,BBC,11,"🐶💛 Little Ivor the Staffordshire puppy is deaf, but since learning sign language his life has changed for the bette… https://t.co/vL83oBTAIL",Mon Mar 05 13:17:03 +0000 2018,0.0,0.0,1.0,0.0
11,BBC,12,RT @BBCFood: #MeatFreeMonday + #BritishPieWeek = Lancashire cheese and onion pie 🙌 🥧🧀 https://t.co/07cH2MESmI https://t.co/G79WTJJnKr,Mon Mar 05 13:07:19 +0000 2018,0.0,0.0,1.0,0.0
12,BBC,13,"What is the best way to cope with adult acne? @BBCWomansHour asked dermatologist @DrAnjaliMahto to find out... 
📻👉… https://t.co/DxHxgWTslT",Mon Mar 05 12:34:04 +0000 2018,0.6369,0.189,0.811,0.0
13,BBC,14,"RT @bbcgetinspired: It was a feat some doctors said was impossible. Then Roger Bannister came along.

The first man to run a four-minute mi…",Mon Mar 05 12:33:12 +0000 2018,0.0,0.0,1.0,0.0
14,BBC,15,"🐋🏊 What an experience!  
This is what it's like to go swimming with whales... 
#AmazingHotels https://t.co/ji90J6Olsj",Mon Mar 05 11:54:02 +0000 2018,0.4199,0.157,0.843,0.0
15,BBC,16,"❤️ Just adorable. 
How would you react if your daughter won an Oscar? 
#TheSilentChild #Oscars https://t.co/ienD3dDtKX",Mon Mar 05 11:37:55 +0000 2018,0.7845,0.33,0.67,0.0
16,BBC,17,"This year's #Oscars have been handed out at the 90th annual Academy Awards in Hollywood. Find out who won, and who… https://t.co/ZxfsMpDVwd",Mon Mar 05 11:00:11 +0000 2018,0.7717,0.251,0.749,0.0
17,BBC,18,"RT @BBCCornwall: It's #StPiransDay - so cheers to everyone! #GoolPeranLowen 🌮

Bit of fun .. complete this sentence ""You know you're #Corni…",Mon Mar 05 10:42:57 +0000 2018,0.8384,0.345,0.655,0.0
18,BBC,19,"RT @BBC6Music: 🥟 Gool Peran Lowen / Happy #StPiransDay to all of our 
‘ansom Cornish listeners. 

To celebrate Gwenno is in session for @la…",Mon Mar 05 10:42:50 +0000 2018,0.8126,0.27,0.73,0.0
19,BBC,20,"RT @BBCRD: Available now! 📲 Download the #Civilisations Augmented Reality app @BBCTaster to explore classic art, objects, and artefacts fro…",Mon Mar 05 10:09:20 +0000 2018,0.0,0.0,1.0,0.0
20,BBC,21,RT @BBCRadio2: What'sthe first leg of @ZoeTheBall's epic Sport Relief challenge? 🚲 She updates @achrisevans on #HardestRoadHome @sportrelie…,Mon Mar 05 09:58:23 +0000 2018,0.5267,0.227,0.773,0.0
21,BBC,22,🎭🎬#Oscars outfits designed to dazzle - all the red carpet glamour from the 90th Academy Awards in pictures… https://t.co/iMBBXl75k0,Mon Mar 05 09:30:07 +0000 2018,0.7506,0.286,0.714,0.0
22,BBC,23,😍 A rare pure-white stoat! https://t.co/VoR9jXJmk4,Mon Mar 05 09:00:05 +0000 2018,0.0,0.0,1.0,0.0
23,BBC,24,"Many personality traits can be observed but there are other hidden forces that shape who we are.
👉… https://t.co/aTsldl7s1z",Mon Mar 05 08:30:04 +0000 2018,0.0,0.0,1.0,0.0
24,BBC,25,"🐝🍯 How honey is collected.
#AmazingHotels https://t.co/UIJKlsamx5",Mon Mar 05 08:00:04 +0000 2018,0.0,0.0,1.0,0.0
25,BBC,26,RT @BBCNewsbeat: Miss Piggy has some strong feelings about this year's #Oscars selection 🙈😂 https://t.co/vzHGz8PtmD,Sun Mar 04 20:11:35 +0000 2018,0.4019,0.184,0.726,0.089
26,BBC,27,Sloths have survived for more than 60 million years - what makes them so successful?  https://t.co/H4BAA5kAOL,Sun Mar 04 19:00:05 +0000 2018,0.8468,0.386,0.614,0.0
27,BBC,28,RT @BBCWorld: Watch this baby chimp being flown to a new home in DR Congo after it was rescued from poachers 🐒❤️ https://t.co/mZfGI8h6Gc,Sun Mar 04 18:59:39 +0000 2018,0.4215,0.118,0.882,0.0
28,BBC,29,"🎬🏆 So you've got the critical acclaim, you've got the industry buzz, you might even have a Golden Globe in your dow… https://t.co/WdGFOHrFMZ",Sun Mar 04 18:00:09 +0000 2018,-0.3182,0.0,0.901,0.099
29,BBC,30,"RT @BBCWorld: What can we expect from the 90th Academy Awards? A lot has changed since last year. 

Here are eight reasons why the 2018 #Os…",Sun Mar 04 16:57:46 +0000 2018,0.4588,0.111,0.889,0.0
30,BBC,31,"❤️ After her double mastectomy, this woman found a unique way of learning to love her new breasts.
👉… https://t.co/KAxQxkQEow",Sun Mar 04 16:30:12 +0000 2018,0.6369,0.189,0.811,0.0
31,BBC,32,"He was almost a professional footballer! 😮

11 surprising things we learned from Matt Smith's Desert Island Discs:… https://t.co/TMfwinexEB",Sun Mar 04 15:30:29 +0000 2018,0.3382,0.13,0.87,0.0
32,BBC,33,🍫 Meet the teenage chocolatier joining the ranks of Scotland's growing chocolate sector. https://t.co/FeIVc3FeZC,Sun Mar 04 15:00:06 +0000 2018,0.1779,0.124,0.876,0.0
33,BBC,34,"Two landscape artists begin a romance whilst working at Versailles. ❤️️🌷🎬

A Little Chaos | @BBCiPlayer |… https://t.co/szKKosJ2K2",Sun Mar 04 14:03:03 +0000 2018,0.0498,0.18,0.65,0.17
34,BBC,35,"RT @BBCSportWales: Can't get enough of this.

Welcome to the wonderful world of football analogies - starring @SwansOfficial manager Carlos…",Sun Mar 04 13:46:48 +0000 2018,0.802,0.298,0.702,0.0
35,BBC,36,"🍿🎞 From #IsleOfDogs to #TombRaider, here are 9 films worth heading to the movies for in March. 
👉… https://t.co/y1xGGocMuA",Sun Mar 04 13:30:06 +0000 2018,0.2263,0.101,0.899,0.0
36,BBC,37,"RT @BBCWomansHour: 👀🎥 @LadyBirdMovie's up for FIVE #Oscars this weekend 🙌 @Saoirse_Ronan talks to us about the film's appeal, her real-life…",Sun Mar 04 12:57:19 +0000 2018,0.0,0.0,1.0,0.0
37,BBC,38,"RT @BBCSport: There are for four gold medals up for grabs at the Track Cycling World Championships today. 🙌

Watch the GB squad in action i…",Sun Mar 04 12:56:49 +0000 2018,0.4939,0.118,0.882,0.0
38,BBC,39,"RT @BBCSport: After the shocking news of Davide Astori's death, all Serie A fixtures today have been called off.

👉 https://t.co/rmqcHfLPUX…",Sun Mar 04 12:56:15 +0000 2018,-0.765,0.0,0.72,0.28
39,BBC,40,"RT @BBC6Music: 🎬 Let's settle this, what's the greatest ever movie soundtrack or score?

This Sunday from 6-8pm #NP6Music is warming up for…",Sun Mar 04 12:55:43 +0000 2018,0.7003,0.225,0.775,0.0
40,BBC,41,🎬 An aspiring writer decides to focus on the story of Mississippi's black maids - much to the consternation of her… https://t.co/bDLqgAXBfk,Sun Mar 04 12:33:04 +0000 2018,0.0,0.0,1.0,0.0
41,BBC,42,"Feeding time! 🍴🦈
#AmazingHotels https://t.co/SnOXnczSAF",Sun Mar 04 12:00:07 +0000 2018,0.0,0.0,1.0,0.0
42,BBC,43,"RT @BBCEarth: In some parts of the ocean, it’s estimated that there are over half a million pieces of plastic for every square kilometre
#B…",Sun Mar 04 11:54:09 +0000 2018,0.0,0.0,1.0,0.0
43,BBC,44,Sir Roger Bannister: First man to run a mile in under four minutes dies at 88. https://t.co/CpLdZchwqi https://t.co/l7ujJ3kHE6,Sun Mar 04 11:34:05 +0000 2018,0.0,0.0,1.0,0.0
44,BBC,45,❤️👏 Two-year-old Daisy is a little litter-picking hero. https://t.co/EiYuQkQUlU,Sun Mar 04 11:00:02 +0000 2018,0.5141,0.322,0.678,0.0
45,BBC,46,Would you be able to resist this perfect layer of snow? 😂❄️🌨https://t.co/36rTZveWl5,Sun Mar 04 10:33:01 +0000 2018,0.657,0.285,0.715,0.0
46,BBC,47,"🍳🥓 Before you fry up your full English this morning, did you know just 1.5 sausages could reduce your lifespan by 3… https://t.co/TXZAcIZKVH",Sun Mar 04 09:30:03 +0000 2018,0.0,0.0,1.0,0.0
47,BBC,48,"RT @BBCRadio4: 🎧 Looking for a new podcast?
📻 Loads of great ideas right here...
https://t.co/DJbWsiWc2D",Sat Mar 03 21:21:40 +0000 2018,0.6249,0.255,0.745,0.0
48,BBC,49,RT @bbcthree: Your regular reminder that Louis Theroux is a national treasure. https://t.co/vxTqbCttuQ,Sat Mar 03 19:36:06 +0000 2018,0.296,0.167,0.833,0.0
49,BBC,50,🎧😎 Some people just don't want to stop raving. https://t.co/agXVmmgVKZ,Sat Mar 03 19:00:05 +0000 2018,0.1695,0.17,0.72,0.11
50,BBC,51,"""You can’t dress it up. I said: ‘Mummy’s died’""

💔 Sky Sports anchor @SimonThomasSky, who lost his wife to cancer o… https://t.co/63Q2Wb37oX",Sat Mar 03 18:00:16 +0000 2018,-0.7717,0.0,0.729,0.271
51,BBC,52,"RT @BBCWorld: Come on Eileen. 👏👏👏

https://t.co/KLrG8nMMJl",Sat Mar 03 17:58:00 +0000 2018,0.0,0.0,1.0,0.0
52,BBC,53,RT @BBCFood: CHOCOLATE CAKE KLAXON 📣 https://t.co/u1wNGs8Vtm https://t.co/UOi707IOaG,Sat Mar 03 17:57:56 +0000 2018,0.0,0.0,1.0,0.0
53,BBC,54,"RT @BBCBreaking: One person suffers ""self-inflicted gun shot wound"" outside the White House, US Secret Service says https://t.co/Bv5sB11BSC",Sat Mar 03 17:46:46 +0000 2018,-0.6705,0.0,0.744,0.256
54,BBC,55,❤️ A mum's tribute to her son Tristan who has Asperger's syndrome. https://t.co/LTZ02FX24V,Sat Mar 03 17:00:03 +0000 2018,0.0,0.0,1.0,0.0
55,BBC,56,"💀 Less than one-10th of 1% of all species that have ever lived became fossils. 

But from skipping a coffin to avoi… https://t.co/20s85EmMhJ",Sat Mar 03 16:00:08 +0000 2018,0.0,0.0,1.0,0.0
56,BBC,57,"RT @bbcpress: 📻 📖 @IanMcKellen, @francesbarber13 and Simon Russell Beale star in a new adaptation of #ParadiseLost @BBCRadio4 - https://t.c…",Sat Mar 03 15:26:56 +0000 2018,0.0,0.0,1.0,0.0
57,BBC,58,RT @BBCFOUR: One of the most inspiring stories in human history. Masters of the Pacific Coast: The Tribes of the American Northwest. Tonigh…,Sat Mar 03 15:26:39 +0000 2018,0.4754,0.123,0.877,0.0
58,BBC,59,RT @BBC100women: For a film to pass the Bechdel Test it needs to feature two women 👭 talking to each other 🗣️ about something other than a…,Sat Mar 03 15:07:50 +0000 2018,0.0,0.0,1.0,0.0
59,BBC,60,RT @bbcweather: Some parts of the UK have seen freezing rain in the last 24 hours - a beautiful but dangerous weather phenomenon. https://t…,Sat Mar 03 15:07:40 +0000 2018,-0.4404,0.091,0.709,0.2
60,BBC,61,'There is no such thing as cheap seafood because it comes at a price we can't ever repay.' https://t.co/8tCZay8iOz,Sat Mar 03 15:00:07 +0000 2018,-0.296,0.0,0.885,0.115
61,BBC,62,"Zig-A-Zig Whaaaaa?
How scary is your knowledge of the Spice Girls? 
👉 https://t.co/JZAjDNrldQ https://t.co/FXy5nVK7nj",Sat Mar 03 13:30:04 +0000 2018,-0.5514,0.0,0.771,0.229
62,BBC,63,RT @bbcideas: What do we know about the earliest known representations of the human face? 😲 https://t.co/PDgFTpPOqi https://t.co/kls7Xu0Ui9,Sat Mar 03 12:30:30 +0000 2018,0.0,0.0,1.0,0.0
63,BBC,64,How to avoid these 😬👇https://t.co/RJj25ysPsq,Sat Mar 03 12:00:04 +0000 2018,-0.296,0.0,0.645,0.355
64,BBC,65,"RT @bbccomedy: What happens when you ask @JohnCleese, Alison Steadman and @Jason__Watkins ridiculous questions? 🤔🤣#HoldTheSunset https://t.…",Sat Mar 03 11:29:49 +0000 2018,-0.3612,0.0,0.857,0.143
65,BBC,66,"Happy Birthday, @Camila_Cabello!🎈

For all of her latest @BBCR1 interviews and performances check out:… https://t.co/mTSDDK6YeF",Sat Mar 03 11:18:14 +0000 2018,0.6114,0.222,0.778,0.0
66,BBC,67,"📺 From The Terror to the return of Atlanta and @Marvel’s Jessica Jones, here are the TV shows worth seeing in March… https://t.co/i6mIgZGqB7",Sat Mar 03 11:00:11 +0000 2018,-0.3612,0.075,0.791,0.134
67,BBC,68,"RT @BBCEarth: Today is #WorldWildlifeDay celebrating the world’s big cats. 

DYK: black panthers in Asia and Africa are leopards and those…",Sat Mar 03 10:42:24 +0000 2018,0.5719,0.156,0.844,0.0
68,BBC,69,"RT @TWBBC: By 2050, 30-50% of all species could be heading towards extinction. 
Take a moment this #WorldWildlifeDay to learn more ⬇️⬇️ 
#m…",Sat Mar 03 10:41:48 +0000 2018,0.0,0.0,1.0,0.0
69,BBC,70,Learning to play the bagpipes can be quite a challenge - and it's even harder if you only have the use of one hand!  https://t.co/PGI8ZPFNUW,Sat Mar 03 10:00:04 +0000 2018,0.7569,0.272,0.728,0.0
70,BBC,71,"RT @BBCSpringwatch: Never mind the snow, Saturday morning lie-ins be like... 🤗 #weekend #saturday #UKsnow #Winterwatch https://t.co/QueQ6ff…",Sat Mar 03 09:39:33 +0000 2018,0.0,0.0,1.0,0.0
71,BBC,72,RT @bbcthree: actual footage of me this morning https://t.co/e9vmltkcc3,Sat Mar 03 09:39:27 +0000 2018,0.0,0.0,1.0,0.0
72,BBC,73,"Mary Beard opens up about her new series, the nature of civilisation and the significance of a face-to-face encount… https://t.co/OIg0ZgPgcc",Sat Mar 03 09:00:07 +0000 2018,0.2732,0.104,0.896,0.0
73,BBC,74,"RT @BBCOne: .@JohnTorode1 makes terrible beans on toast, isn't that right @GreggAWallace? 🍴 @Masterchefuk https://t.co/ZsUcJAWZWX",Fri Mar 02 20:35:03 +0000 2018,-0.4767,0.0,0.807,0.193
74,BBC,75,"❄️ When the weather is this cold, a simple act of kindness can go a long way. https://t.co/NwJ0FoSOzD",Fri Mar 02 19:00:09 +0000 2018,0.4588,0.167,0.833,0.0
75,BBC,76,"What is the #AttenboroughEffect?
📻👉 https://t.co/qO3nY8tEl6 https://t.co/bJSh6V20WC",Fri Mar 02 18:00:11 +0000 2018,0.0,0.0,1.0,0.0
76,BBC,77,KILTED YOGA! https://t.co/4wlS4cr85R,Fri Mar 02 17:30:03 +0000 2018,0.0,0.0,1.0,0.0
77,BBC,78,"RT @mixital: ⚡Are you loving @BBCOne’s Troy? Join our new creative challenge and create your own #Troy fan art!

Grab these images from our…",Fri Mar 02 15:43:22 +0000 2018,0.9184,0.454,0.546,0.0
78,BBC,79,"Meet George, a 99-year-old swimmer from Australia who appears to have smashed a world record for his age group. 😮🏊💪… https://t.co/4VsUws6lI3",Fri Mar 02 15:03:04 +0000 2018,0.0,0.0,1.0,0.0
79,BBC,80,"You might know your British comedy, but how well do you know your British comedy award-winners?… https://t.co/TKHDZQ3tNW",Fri Mar 02 14:30:11 +0000 2018,0.7684,0.353,0.647,0.0
80,BBC,81,"Lego's leaves, bushes and trees are going green! 🍀🌿🌱The Danish toymaker says they will be made with plastic sourced… https://t.co/BUTkdp7dBe",Fri Mar 02 14:03:04 +0000 2018,0.0,0.0,1.0,0.0
81,BBC,82,"😬 Are these the most offensive questions ever asked in job interviews?
👉 https://t.co/bzi7uVzVAL https://t.co/yaBdPGQ2m0",Fri Mar 02 13:00:04 +0000 2018,-0.5095,0.0,0.785,0.215
82,BBC,83,When London Fashion meets the technology behind Star Wars. https://t.co/M2QJ5HGx8W,Fri Mar 02 12:00:05 +0000 2018,-0.5574,0.0,0.714,0.286
83,BBC,84,🎭He's @BAFTA's 2018 Rising Star and a contender for Best Actor at the #Oscars this weekend - read 9 things… https://t.co/eRvLb5oque,Fri Mar 02 10:53:03 +0000 2018,0.6908,0.263,0.737,0.0
84,BBC,85,RT @bbcrb: So it's NEVER too cold to go swimming in the sea 😂🌊🏊❄️ https://t.co/fvtt3D7u3o,Fri Mar 02 10:09:18 +0000 2018,0.0,0.0,1.0,0.0
85,BBC,86,RT @bbcthree: Kerry and Kurtan had a proper go at snapchat filters.... #thiscountry https://t.co/2gxzCvuie1,Fri Mar 02 10:09:01 +0000 2018,0.0,0.0,1.0,0.0
86,BBC,87,"RT @BBCR1: So, apparently @LiamPayne paid for Michael and Calum from @5SOS' very first tattoos when they were on tour with @OneDirection...…",Fri Mar 02 10:08:18 +0000 2018,0.0,0.0,1.0,0.0
87,BBC,88,"RT @bbcarts: If you're snowed in on Friday, spend the day with the #Civilisations box set on @BBCiPlayer &amp; at 18:30 watch our live event wi…",Fri Mar 02 10:07:52 +0000 2018,0.0,0.0,1.0,0.0
88,BBC,89,RT @BBCScotlandNews: Watch a husky pull a skier... in Glasgow's Partick https://t.co/eAWWjQnAXS,Fri Mar 02 10:06:53 +0000 2018,0.0,0.0,1.0,0.0
89,BBC,90,RT @BBCFOUR: Today is our 16th birthday! We launched #onthisday in 2002… and we’ve loved every minute of it. 🎂 #SixteenYearsFresh https://t…,Fri Mar 02 10:05:43 +0000 2018,0.69,0.231,0.769,0.0
90,BBC,91,"More than 1,000 members of the public have been invited to the grounds of Windsor Castle for Prince Harry and Megha… https://t.co/EGTJPQEm96",Fri Mar 02 10:02:04 +0000 2018,0.0,0.0,1.0,0.0
91,BBC,92,"That view! 😍
#OurBluePlanet #BluePlanet2 https://t.co/1kHthPUfxg",Fri Mar 02 09:00:07 +0000 2018,0.0,0.0,1.0,0.0
92,BBC,93,A recently discovered photo collection by the late photographer David Granick reveals London's East End in colour.… https://t.co/GPbx6fdmF1,Fri Mar 02 08:30:16 +0000 2018,0.0,0.0,1.0,0.0
93,BBC,94,🐑🐶 It's a real life 'sheep dog'! https://t.co/A1LAD9ZCNm,Fri Mar 02 08:00:06 +0000 2018,0.0,0.0,1.0,0.0
94,BBC,95,"How beautiful is this temple in Petra, Jordan? It's survived armies and earthquakes as the Nabataeans who built it… https://t.co/Br3szxmAxN",Thu Mar 01 21:43:00 +0000 2018,0.802,0.286,0.714,0.0
95,BBC,96,"High-resolution photographs of this tiny seal stone, which was found in the grave of a Mycenaean soldier, uncover a… https://t.co/aE7E1pXCvT",Thu Mar 01 21:38:00 +0000 2018,-0.3818,0.0,0.874,0.126
96,BBC,97,"RT @bbcarts: As #Civilisations, a series 3 years in the making and featuring over 500 artworks, arrives on the @BBC, here's just one of tho…",Thu Mar 01 21:24:36 +0000 2018,0.0,0.0,1.0,0.0
97,BBC,98,"A greeting from roughly 37,000 years ago. 👋 Amazing! #Civilisations https://t.co/thqeSvamrV",Thu Mar 01 21:10:00 +0000 2018,0.7712,0.489,0.511,0.0
98,BBC,99,RT @simon_schama: After 3 years of work #Civilisations will at last reach all of you - it was a great labour of love and passion for @wmary…,Thu Mar 01 21:09:31 +0000 2018,0.9081,0.383,0.617,0.0
99,BBC,100,We've been creating and designing for thousands of years. But when and where did human creativity begin?… https://t.co/Utrh8ie6qf,Thu Mar 01 21:08:00 +0000 2018,0.5859,0.231,0.769,0.0
100,CBS,1,"RT @thegoodfight: It feels good to be back. 👠💄🔥 The season 2 premiere of #TheGoodFight is now streaming, exclusively on CBS All Access: htt…",Sun Mar 04 08:05:26 +0000 2018,0.4404,0.116,0.884,0.0
101,CBS,2,"RT @thegoodfight: Tomorrow, #TheGoodFight is back. Stream the season 2 premiere only on CBS All Access: https://t.co/tNFR8LBJO2 https://t.c…",Sat Mar 03 20:55:20 +0000 2018,0.0,0.0,1.0,0.0
102,CBS,3,"Who are the trailblazing women in your life that inspire you? Join CBS and the ANA's #SeeHer initiative, celebratin… https://t.co/M0KqZ41Bes",Fri Mar 02 22:30:01 +0000 2018,0.7096,0.247,0.753,0.0
103,CBS,4,"Join @maria_bello, @aishatyler and @TeaLeoni in celebrating the accomplishments of women who have contributed to th… https://t.co/MefESBeFL3",Fri Mar 02 20:30:01 +0000 2018,0.7096,0.282,0.718,0.0
104,CBS,5,"In honor of Women's History Month, CBS and the Association of National Advertisers' (ANA) #SeeHer initiative will p… https://t.co/2wtYxKJVuO",Fri Mar 02 18:45:00 +0000 2018,0.4939,0.151,0.849,0.0
105,CBS,6,RT @ZoeListerJones: Tonight’s an all new Life In Pieces and it’s directed by my ride or die @nataliaanderson!!!… https://t.co/2LPfmyLWrY,Thu Mar 01 18:59:01 +0000 2018,-0.6981,0.0,0.79,0.21
106,CBS,7,"RT @MarenMorris: Hot damn! Woke up from my post-wisdom teeth haze to find out I’m up for 4 @ACMawards ! So honored, especially for the Dear…",Thu Mar 01 18:12:57 +0000 2018,0.4547,0.159,0.749,0.092
107,CBS,8,RT @KelseaBallerini: Ohhhhh goodness. Incredible. Thank you thank you thank you. #female https://t.co/1ZTYjNfQeF,Thu Mar 01 18:11:50 +0000 2018,0.8591,0.538,0.462,0.0
108,CBS,9,RT @KeithUrban: ACMs...... HOLY SMOKES!!!!! MAD LOVE TO U ALL THIS MORNING  FOR THESE INCREDIBLE NOMINATIONS. I’M EXTREMELY GRATEFUL!!!!!!!…,Thu Mar 01 18:10:50 +0000 2018,0.4885,0.234,0.615,0.151
109,CBS,10,"RT @ACMawards: Congratulations to this year’s #ACMawards Video of the Year nominees:
“Black” - @DierksBentley
“It Ain’t My Fault” - @Brothe…",Thu Mar 01 14:36:21 +0000 2018,0.5994,0.178,0.822,0.0
110,CBS,11,"RT @ACMawards: Please give a round of applause to this year’s #ACMawards Entertainer of the Year nominees: @Jason_Aldean, @GarthBrooks, @Lu…",Thu Mar 01 14:29:20 +0000 2018,0.7717,0.325,0.675,0.0
111,CBS,12,".@ChrisStapleton, @ThomasRhett, @mirandalambert and more are all nominated for awards at Country Music's Party of t… https://t.co/Vm1vXRUDYJ",Thu Mar 01 14:15:29 +0000 2018,0.6908,0.275,0.725,0.0
112,CBS,13,"The Queen of Country, @Reba, is returning to host the 53rd #ACMawards on Sunday, April 15 at 8/7c. Here are a few o… https://t.co/Iqzz6Gql01",Thu Mar 01 13:50:11 +0000 2018,0.0,0.0,1.0,0.0
113,CBS,14,RT @survivorcbs: It’s time! #Survivor https://t.co/YPk6cGWrUA,Thu Mar 01 01:04:52 +0000 2018,0.0,0.0,1.0,0.0
114,CBS,15,"RT @CBSThisMorning: TOMORROW: The nominees for the 2018 @ACMawards will be announced live by the one-and-only, @Reba! 

Watch on @CBS in ou…",Wed Feb 28 19:56:58 +0000 2018,0.0,0.0,1.0,0.0
115,CBS,16,"RT @thegoodfight: From the set design and costumes to hair and makeup, the production quality is truly next-level. Take a peek inside the u…",Wed Feb 28 19:08:30 +0000 2018,0.4404,0.116,0.884,0.0
116,CBS,17,RT @LivinBiblically: The fun continues on Facebook! The #LivingBiblically cast is live to talk about tonight’s premiere. Tune in here: http…,Tue Feb 27 03:23:47 +0000 2018,0.5562,0.152,0.848,0.0
117,CBS,18,"RT @KevinCanWaitCBS: Can you get all the way through these #KevinCanWait bloopers without laughing?! @KevinJames,@LeahRemini and the rest o…",Mon Feb 26 22:50:32 +0000 2018,0.0,0.0,1.0,0.0
118,CBS,19,"RT @ACMawards: That’s right! @Reba is headed to @CBSThisMorning on Thursday, March 1 to announce this year’s #ACMAwards' nominees. Tune in…",Mon Feb 26 21:08:30 +0000 2018,0.0,0.0,1.0,0.0
119,CBS,20,"RT @ScorpionCBS: You can't hack your way to a 197 IQ, but you are well on your way with these Genius Facts from #TeamScorpion! 💻 You can be…",Mon Feb 26 19:53:41 +0000 2018,0.4482,0.105,0.895,0.0
120,CBS,21,RT @SuperiorDonuts: You can always count on @DavidKoechner for a laugh! Did your favorite Tush moment make the list? Catch a new #SuperiorD…,Mon Feb 26 18:32:36 +0000 2018,0.784,0.266,0.734,0.0
121,CBS,22,RT @TheTalkCBS: TODAY: We loved them together then &amp; we love seeing them together now! Welcome back to the show @THESaraGilbert​'s good fri…,Mon Feb 26 18:20:16 +0000 2018,0.9359,0.429,0.571,0.0
122,CBS,23,"RT @thegoodfight: As foundations begin to crumble, our characters struggle to make sense of this new dystopian world. The cast teases what'…",Mon Feb 26 16:53:56 +0000 2018,-0.5423,0.0,0.816,0.184
123,CBS,24,"#LivingBiblically's @linzkraft and @jrfergjr appeared on @KCBS's Facebook Live this morning, talking all about what… https://t.co/4RebcHuuMQ",Mon Feb 26 16:52:01 +0000 2018,0.0,0.0,1.0,0.0
124,CBS,25,"RT @CBSSports: Introducing CBS Sports HQ, a New 24/7 Direct-to-Consumer Streaming Network for Sports News, Highlights, &amp; Analysis.

Stream…",Mon Feb 26 16:17:55 +0000 2018,0.0,0.0,1.0,0.0
125,CBS,26,"RT @CBSBigBrother: It’s down to the final 5 celebrity Houseguests, and anyone could take home the grand prize! Tune in NOW to watch the #BB…",Mon Feb 26 01:12:32 +0000 2018,0.7644,0.231,0.769,0.0
126,CBS,27,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All episodes now streaming exclusively on CBS All Access: https://t.c…,Sun Feb 25 21:51:32 +0000 2018,0.0,0.0,1.0,0.0
127,CBS,28,"RT @thegoodfight: #TheGoodFight returns in 1 week. Season 2 premieres Sunday, March 4. https://t.co/nomCao1GWp https://t.co/BOn6bOe9Tb",Sun Feb 25 21:51:22 +0000 2018,0.0,0.0,1.0,0.0
